Date,Organization,Region,Product_Category,Product_Name,Units_Sold,Revenue,Cost,Profit,Inventory_Level,Promotion,Holiday
2025-05-07,Prime Wholesale,West,Grocery,Table,337,1616252,1193655.7,422596.3,4968,Yes,No
2023-08-25,XYZ Stores,Central,Appliances,Dining Table,447,531483,292452.49,239030.51,1877,No,No
2025-06-03,Global Mart,South,Grocery,Keyboard,283,1142188,704878.2,437309.8,4900,No,No
2023-01-17,Future Bazaar,West,Appliances,Refrigerator,56,256872,208700.58,48171.42,333,No,No
2025-11-13,Future Bazaar,North,Electronics,Air Conditioner,363,701316,474519.26,226796.74,2459,No,No
2023-03-29,Prime Wholesale,Central,Electronics,Keyboard,440,1828200,1095993.22,732206.78,4824,No,No
2024-09-11,Future Bazaar,East,Furniture,Printer,156,219492,130968.33,88523.67,2807,Yes,No
2025-06-23,ABC Retail,South,Furniture,Monitor,434,1842330,1347121.7,495208.3,3481,No,No
2025-01-16,Global Mart,North,Furniture,Printer,43,182234,135676.36,46557.64,703,No,No
2025-08-19,Global Mart,East,Furniture,Rice 10kg,147,92904,63916.52,28987.48,2374,No,No
2023-02-26,Future Bazaar,West,Grocery,Rice 10kg,66,281424,155105.17,126318.83,1822,No,No
2023-01-05,Global Mart,West,Electronics,Refrigerator,337,1542112,1263310.96,278801.04,1022,No,No
2025-02-11,Prime Wholesale,Central,Furniture,Monitor,485,1863370,1258627.95,604742.05,4865,No,No
2024-02-01,Prime Wholesale,North,Furniture,Washing Machine,310,1105150,658903.22,446246.78,3090,Yes,No
2025-01-31,Future Bazaar,Central,Fashion,Printer,276,53820,40862.79,12957.21,4457,No,Yes
2024-07-10,Future Bazaar,South,Electronics,Air Conditioner,163,538715,432119.91,106595.09,1702,No,No
2024-12-26,Global Mart,East,Furniture,Air Conditioner,234,969930,749439.1,220490.9,1776,No,No
2025-05-13,Future Bazaar,Central,Grocery,Mouse,165,284790,183340.69,101449.31,411,Yes,Yes
2024-12-09,XYZ Stores,North,Grocery,Smartphone,159,135309,83342.35,51966.65,4259,No,No
2025-11-25,Future Bazaar,South,Appliances,Office Chair,241,766139,468903.72,297235.28,1083,No,No
2025-02-28,Prime Wholesale,East,Furniture,Keyboard,48,144816,88997.77,55818.23,3807,Yes,No
2024-10-19,Future Bazaar,South,Electronics,Keyboard,203,926492,733668.43,192823.57,4793,Yes,No
2023-07-26,Prime Wholesale,North,Furniture,Smartphone,286,954096,657868.9,296227.1,2194,No,No
2025-09-06,ABC Retail,Central,Furniture,Rice 10kg,374,396814,259876.23,136937.77,3959,No,No
2025-06-24,ABC Retail,West,Grocery,Mouse,360,880560,498132.97,382427.03,1390,No,Yes
2023-09-21,XYZ Stores,North,Grocery,Table,158,91482,62414.01,29067.99,4669,No,Yes
2024-10-13,Prime Wholesale,South,Appliances,Table,296,1169200,981994.7,187205.3,3808,No,No
2024-12-10,Future Bazaar,West,Appliances,Printer,364,742196,564131.61,178064.39,841,Yes,No
2025-08-26,Prime Wholesale,South,Furniture,Refrigerator,410,430910,317892.27,113017.73,2024,No,No
2024-05-31,Global Mart,North,Furniture,Smartphone,344,1597536,1337565.48,259970.52,4246,No,No
2025-01-20,Prime Wholesale,East,Electronics,Washing Machine,437,1414132,1003630.05,410501.95,4727,No,No
2023-10-07,XYZ Stores,East,Fashion,Dining Table,303,1325322,792840.74,532481.26,2280,No,No
2023-09-13,Global Mart,West,Appliances,Printer,223,901366,503234.77,398131.23,1284,No,No
2023-10-13,ABC Retail,North,Electronics,Office Chair,285,681435,463137.02,218297.98,4267,Yes,No
2025-02-12,ABC Retail,Central,Fashion,Sofa,247,917605,574191.36,343413.64,159,No,No
2024-02-27,ABC Retail,South,Furniture,Washing Machine,250,943500,564751.12,378748.88,2375,No,No
2024-06-19,ABC Retail,South,Grocery,Dining Table,471,1146414,826512.32,319901.68,1829,Yes,No
2025-05-25,ABC Retail,Central,Grocery,T-Shirt,321,130326,99609.95,30716.05,150,Yes,Yes
2025-02-20,Global Mart,Central,Electronics,Keyboard,382,48514,39579.93,8934.07,97,No,No
2025-12-20,Prime Wholesale,North,Appliances,Keyboard,267,390354,256118.23,134235.77,378,No,No
2023-12-04,Global Mart,Central,Fashion,Office Chair,406,1041796,841242.39,200553.61,4174,No,No
2024-08-29,XYZ Stores,South,Fashion,Sofa,14,16912,13040.15,3871.85,3391,Yes,No
2025-11-14,Global Mart,North,Furniture,Rice 10kg,335,249240,205564.23,43675.77,1014,No,No
2023-08-15,Future Bazaar,West,Appliances,Smartphone,258,362232,263718.4,98513.6,3361,No,No
2023-09-17,Prime Wholesale,East,Fashion,Laptop,228,569316,394572.79,174743.21,2324,No,No
2025-09-04,ABC Retail,East,Furniture,Refrigerator,247,106951,83815.77,23135.23,1349,No,No
2023-10-28,XYZ Stores,East,Electronics,Table,79,284321,169564.7,114756.3,2180,Yes,No
2024-11-10,Future Bazaar,East,Grocery,T-Shirt,426,568710,339256.71,229453.29,2958,No,No
2023-12-16,XYZ Stores,South,Grocery,Printer,53,83634,52007.0,31627.0,925,Yes,No
2023-09-13,XYZ Stores,North,Electronics,Air Conditioner,131,497931,350065.59,147865.41,4552,No,No
2024-10-09,XYZ Stores,South,Fashion,Mouse,447,1423695,1088960.45,334734.55,4106,No,Yes
2025-11-19,Global Mart,Central,Fashion,Table,365,951190,753238.19,197951.81,655,Yes,No
2025-12-07,ABC Retail,West,Grocery,Air Conditioner,160,689440,457037.57,232402.43,2503,Yes,No
2025-01-11,Prime Wholesale,North,Furniture,Table,95,28500,20908.2,7591.8,3763,No,No
2024-01-08,Future Bazaar,East,Appliances,Dining Table,80,69040,47147.21,21892.79,1319,No,No
2025-03-03,Prime Wholesale,West,Appliances,Air Conditioner,331,268772,155876.73,112895.27,3424,No,No
2025-12-14,Prime Wholesale,South,Grocery,Printer,238,478142,338965.1,139176.9,204,No,No
2023-11-28,XYZ Stores,Central,Furniture,Printer,417,678459,391841.12,286617.88,4286,No,No
2025-06-23,Global Mart,South,Furniture,T-Shirt,349,680550,482626.62,197923.38,2610,No,No
2024-09-11,ABC Retail,West,Electronics,Laptop,367,1571861,1176544.51,395316.49,4418,No,No
2025-03-10,XYZ Stores,Central,Fashion,Sofa,25,62875,40140.86,22734.14,3514,No,Yes
2023-08-07,Prime Wholesale,North,Furniture,Sofa,277,1210767,1002978.3,207788.7,3410,No,No
2023-01-16,Future Bazaar,North,Grocery,Smartphone,337,562790,389086.39,173703.61,1094,Yes,No
2024-03-07,Prime Wholesale,East,Furniture,Laptop,53,115275,72098.7,43176.3,4400,No,No
2025-09-06,XYZ Stores,Central,Electronics,Washing Machine,345,295665,202930.96,92734.04,3115,No,No
2023-12-19,XYZ Stores,West,Appliances,Refrigerator,426,929532,575575.04,353956.96,1247,Yes,No
2025-04-06,XYZ Stores,West,Grocery,Rice 10kg,427,1396290,794707.64,601582.36,1617,No,No
2025-07-25,XYZ Stores,Central,Fashion,Refrigerator,236,56876,44457.14,12418.86,3925,No,No
2024-09-18,ABC Retail,East,Grocery,Air Conditioner,351,107757,85952.5,21804.5,767,No,Yes
2024-10-02,Global Mart,West,Fashion,Table,296,931808,573216.9,358591.1,2301,Yes,No
2024-08-26,Global Mart,Central,Fashion,Dining Table,483,1720446,1403455.22,316990.78,2650,No,No
2025-07-15,Prime Wholesale,Central,Fashion,Laptop,106,225780,132780.2,92999.8,4448,No,No
2024-02-12,ABC Retail,West,Grocery,Mouse,23,35742,24995.19,10746.81,696,No,No
2024-07-29,Global Mart,Central,Furniture,Air Conditioner,283,228381,160845.45,67535.55,3959,No,No
2024-04-19,ABC Retail,East,Electronics,Refrigerator,84,172200,134041.12,38158.88,2060,No,No
2024-05-18,Prime Wholesale,Central,Furniture,Washing Machine,337,760946,587234.61,173711.39,1468,No,No
2025-04-21,ABC Retail,East,Appliances,Smartphone,191,64940,39539.3,25400.7,4018,No,No
2023-12-24,Prime Wholesale,West,Appliances,Dining Table,70,96250,64407.0,31843.0,2576,Yes,No
2024-03-16,Global Mart,East,Electronics,Smartphone,113,447028,357229.94,89798.06,1851,Yes,No
2023-11-10,XYZ Stores,North,Grocery,Laptop,92,63756,50987.78,12768.22,1284,No,No
2025-02-21,Global Mart,West,Grocery,Dining Table,58,222256,166646.68,55609.32,4964,Yes,No
2023-12-22,ABC Retail,West,Appliances,Office Chair,74,173012,142388.88,30623.12,3049,No,No
2023-11-30,Future Bazaar,Central,Furniture,Monitor,428,419440,268707.83,150732.17,3270,No,No
2024-06-05,XYZ Stores,South,Electronics,Sofa,438,236082,170424.52,65657.48,709,Yes,No
2025-08-17,ABC Retail,South,Furniture,Smartphone,115,348335,195703.49,152631.51,518,Yes,No
2023-12-05,Global Mart,West,Appliances,T-Shirt,185,702445,403643.44,298801.56,295,Yes,No
2025-06-11,Future Bazaar,North,Electronics,Sofa,453,174858,148150.99,26707.01,1558,Yes,No
2023-06-21,ABC Retail,West,Fashion,Table,372,991752,745727.63,246024.37,4556,Yes,No
2024-05-14,Prime Wholesale,Central,Grocery,Sofa,65,116805,64610.92,52194.08,2833,No,No
2023-02-19,ABC Retail,West,Grocery,Printer,158,125926,80384.15,45541.85,1353,No,No
2024-05-05,XYZ Stores,Central,Appliances,Office Chair,86,209066,158376.28,50689.72,2165,No,No
2024-05-28,Global Mart,North,Grocery,Refrigerator,491,2435851,2062179.79,373671.21,2789,Yes,Yes
2024-06-14,Global Mart,East,Fashion,T-Shirt,362,1543930,1057937.88,485992.12,3343,No,No
2024-10-29,Global Mart,North,Furniture,Office Chair,394,98106,75166.19,22939.81,589,Yes,No
2025-10-28,ABC Retail,East,Appliances,Smartphone,484,1162084,824302.43,337781.57,3288,No,No
2024-03-05,Future Bazaar,East,Grocery,T-Shirt,303,683568,468720.03,214847.97,299,No,No
2023-10-11,Prime Wholesale,South,Furniture,Mouse,241,439584,355827.42,83756.58,466,No,No
2025-03-14,XYZ Stores,South,Electronics,Monitor,400,1724400,1071294.34,653105.66,831,Yes,No
2024-02-27,Future Bazaar,North,Fashion,Printer,103,488014,344685.89,143328.11,585,Yes,No
2024-02-25,Global Mart,West,Grocery,Laptop,315,775530,513451.38,262078.62,3198,No,No
2025-09-24,Prime Wholesale,West,Furniture,Dining Table,470,714870,462483.55,252386.45,2219,No,No
2023-09-03,Prime Wholesale,North,Fashion,Mouse,493,644351,483588.85,160762.15,2133,No,No
2025-05-30,Prime Wholesale,Central,Grocery,Office Chair,417,1192203,970564.9,221638.1,1572,No,No
2023-10-31,ABC Retail,East,Electronics,Keyboard,305,220820,168096.72,52723.28,4042,No,No
2024-04-27,Future Bazaar,West,Grocery,Monitor,33,33594,23735.37,9858.63,1586,No,No
2024-05-01,Prime Wholesale,South,Appliances,Air Conditioner,379,1159361,864129.51,295231.49,1711,Yes,No
2023-09-15,ABC Retail,South,Fashion,Rice 10kg,15,60705,36964.26,23740.74,2650,No,No
2025-03-26,Prime Wholesale,West,Electronics,Air Conditioner,495,163845,95614.97,68230.03,2471,No,No
2023-05-15,Global Mart,North,Electronics,Monitor,188,122200,82686.62,39513.38,4302,No,No
2023-12-11,Future Bazaar,South,Electronics,Air Conditioner,425,953700,659036.92,294663.08,1182,No,No
2023-05-12,Global Mart,South,Fashion,Rice 10kg,102,485622,341227.77,144394.23,2943,Yes,No
2023-07-09,Future Bazaar,Central,Grocery,Office Chair,137,271945,167133.56,104811.44,903,No,No
2024-06-02,Prime Wholesale,North,Appliances,Mouse,461,459156,271803.72,187352.28,747,No,No
2023-05-21,ABC Retail,South,Fashion,Washing Machine,106,398878,227837.22,171040.78,2913,No,No
2025-03-08,Global Mart,North,Appliances,Mouse,377,1783210,1317174.71,466035.29,3983,No,No
2023-05-16,ABC Retail,South,Furniture,Laptop,497,1695764,1112882.18,582881.82,3115,No,No
2023-09-12,Future Bazaar,East,Furniture,Mouse,105,395850,285020.26,110829.74,1645,Yes,No
2023-01-04,XYZ Stores,North,Fashion,Table,85,219470,128305.14,91164.86,1044,No,No
2025-04-07,Future Bazaar,South,Appliances,Washing Machine,165,605550,434159.94,171390.06,1037,No,No
2025-12-13,Global Mart,Central,Appliances,Washing Machine,351,1163214,844822.74,318391.26,1270,No,No
2024-05-28,Future Bazaar,West,Furniture,Rice 10kg,295,945180,593799.5,351380.5,4199,No,No
2024-05-31,XYZ Stores,West,Grocery,Table,289,1332579,1075670.1,256908.9,3913,No,No
2025-05-02,Prime Wholesale,North,Grocery,Rice 10kg,380,592040,359742.25,232297.75,3050,No,No
2023-05-20,Prime Wholesale,East,Electronics,Washing Machine,91,421057,351984.65,69072.35,3700,Yes,No
2025-07-03,Prime Wholesale,North,Electronics,Mouse,52,145756,100996.02,44759.98,2127,No,No
2024-08-13,ABC Retail,Central,Electronics,Office Chair,236,847476,697435.02,150040.98,2545,No,No
2024-04-21,Future Bazaar,Central,Grocery,Table,221,1005992,704739.99,301252.01,3063,No,No
2023-10-21,Global Mart,South,Furniture,Monitor,267,443220,253132.46,190087.54,4341,Yes,No
2024-03-10,Future Bazaar,North,Furniture,T-Shirt,370,686350,569118.47,117231.53,332,No,No
2025-06-19,Future Bazaar,South,Furniture,Rice 10kg,382,1493620,1150009.52,343610.48,4647,No,No
2025-12-16,Future Bazaar,Central,Electronics,Air Conditioner,129,413832,256210.37,157621.63,2077,No,No
2025-05-02,XYZ Stores,West,Appliances,Washing Machine,441,1217160,830000.79,387159.21,4603,Yes,No
2025-08-03,XYZ Stores,West,Grocery,Monitor,260,152880,96633.06,56246.94,405,No,Yes
2025-02-01,Global Mart,North,Grocery,Laptop,200,649600,379062.51,270537.49,4375,No,Yes
2024-02-20,Prime Wholesale,South,Fashion,Table,417,743094,433541.88,309552.12,4527,No,No
2024-04-28,Future Bazaar,East,Electronics,Refrigerator,483,473340,399645.25,73694.75,3341,No,No
2024-07-25,Prime Wholesale,West,Grocery,Mouse,344,1049888,752861.14,297026.86,4314,Yes,Yes
2023-02-05,Global Mart,East,Furniture,Printer,221,891956,530741.62,361214.38,3792,No,No
2023-11-25,Global Mart,West,Furniture,Smartphone,55,24365,17458.18,6906.82,2227,Yes,No
2023-02-15,XYZ Stores,North,Appliances,Smartphone,257,343352,222384.58,120967.42,4887,Yes,No
2023-09-10,Prime Wholesale,East,Appliances,Refrigerator,481,1430975,1146175.54,284799.46,4045,No,No
2025-09-11,Prime Wholesale,Central,Fashion,Table,199,113032,72553.7,40478.3,3742,Yes,No
2024-03-12,Future Bazaar,South,Electronics,Monitor,148,718392,462707.94,255684.06,439,No,No
2024-04-01,Prime Wholesale,Central,Grocery,Mouse,463,560230,434098.99,126131.01,4275,No,No
2025-11-03,ABC Retail,West,Furniture,Air Conditioner,471,732876,491228.36,241647.64,2997,Yes,No
2024-02-16,ABC Retail,North,Fashion,Air Conditioner,98,401114,275446.23,125667.77,549,No,No
2024-02-05,XYZ Stores,East,Fashion,Washing Machine,424,332840,187718.7,145121.3,2702,No,No
2024-05-20,XYZ Stores,East,Electronics,Rice 10kg,482,1155354,660212.47,495141.53,186,No,No
2025-05-06,ABC Retail,Central,Furniture,Monitor,129,378873,220139.85,158733.15,2316,No,Yes
2023-07-17,Prime Wholesale,Central,Electronics,Mouse,383,1224451,708612.51,515838.49,761,Yes,No
2023-10-06,ABC Retail,Central,Grocery,Dining Table,468,143676,122052.06,21623.94,174,No,No
2024-04-03,ABC Retail,South,Furniture,Sofa,43,159014,114726.05,44287.95,1623,Yes,No
2025-10-30,Future Bazaar,North,Grocery,Keyboard,282,722766,401741.73,321024.27,3950,No,Yes
2023-08-21,XYZ Stores,Central,Electronics,Laptop,187,32351,19870.71,12480.29,1944,Yes,No
2024-09-11,XYZ Stores,Central,Furniture,Rice 10kg,298,113538,63833.82,49704.18,1228,No,Yes
2024-01-19,Global Mart,South,Appliances,Rice 10kg,364,884884,590813.8,294070.2,306,No,No
2023-05-12,Global Mart,West,Appliances,Mouse,124,316324,211291.87,105032.13,4809,Yes,No
2023-06-01,Prime Wholesale,North,Electronics,Laptop,221,320229,265690.88,54538.12,1526,Yes,No
2024-05-28,Global Mart,Central,Fashion,Printer,348,215760,122568.34,93191.66,966,No,No
2023-10-13,Future Bazaar,West,Furniture,Sofa,347,263720,182497.78,81222.22,3877,Yes,No
2024-02-23,Global Mart,North,Fashion,Refrigerator,119,181951,132573.07,49377.93,4443,No,No
2024-12-20,XYZ Stores,South,Appliances,Monitor,206,492340,274503.53,217836.47,1490,No,No
2024-02-23,XYZ Stores,West,Grocery,Refrigerator,74,170644,97924.17,72719.83,3820,No,Yes
2025-12-27,Global Mart,West,Fashion,Smartphone,232,596008,359762.09,236245.91,1712,No,No
2024-01-04,XYZ Stores,East,Appliances,Keyboard,63,235053,166977.35,68075.65,253,No,No
2025-09-19,Global Mart,East,Fashion,Dining Table,370,1154770,911129.44,243640.56,4456,No,No
2024-01-09,Future Bazaar,Central,Grocery,Washing Machine,374,1031492,835789.76,195702.24,1526,No,No
2023-08-01,Prime Wholesale,South,Fashion,Office Chair,147,92610,57726.7,34883.3,896,No,No
2023-07-18,Future Bazaar,West,Grocery,Washing Machine,448,1029056,754959.64,274096.36,3267,No,No
2024-02-03,Global Mart,North,Furniture,Sofa,385,46970,37876.93,9093.07,1143,No,No
2025-03-20,Prime Wholesale,West,Electronics,Printer,325,1307150,1032143.53,275006.47,2519,Yes,No
2023-01-24,Prime Wholesale,Central,Appliances,Rice 10kg,370,918710,594381.83,324328.17,3368,No,No
2023-09-05,Future Bazaar,West,Electronics,Office Chair,114,274170,218298.08,55871.92,3819,No,No
2023-02-24,Global Mart,North,Electronics,Office Chair,126,497952,299665.24,198286.76,3731,No,No
2025-02-25,Global Mart,West,Furniture,Washing Machine,157,702104,427383.04,274720.96,1674,No,No
2023-05-27,Global Mart,East,Fashion,Office Chair,99,155529,97683.23,57845.77,3592,No,No
2024-05-28,Prime Wholesale,Central,Appliances,Mouse,75,186900,134242.43,52657.57,908,Yes,No
2023-05-23,Future Bazaar,North,Fashion,Dining Table,439,843758,661583.67,182174.33,4142,No,No
2024-09-11,Prime Wholesale,East,Appliances,Table,432,1354320,1072038.03,282281.97,4646,No,No
2023-07-19,Global Mart,West,Appliances,Monitor,48,14352,8628.46,5723.54,103,Yes,No
2025-01-11,XYZ Stores,South,Appliances,Monitor,335,1546695,1078009.65,468685.35,1130,Yes,No
2024-06-29,Future Bazaar,South,Appliances,Air Conditioner,346,195490,132851.44,62638.56,1856,No,No
2023-08-23,XYZ Stores,East,Grocery,Air Conditioner,445,2061240,1646545.9,414694.1,4095,Yes,No
2023-02-16,Global Mart,West,Electronics,Sofa,104,418912,337081.07,81830.93,1998,No,No
2023-08-31,Future Bazaar,North,Appliances,Table,151,151453,88877.13,62575.87,2805,No,No
2025-01-24,Prime Wholesale,Central,Fashion,Table,233,963222,604865.53,358356.47,2126,No,No
2025-11-16,Future Bazaar,West,Furniture,Smartphone,482,1896188,1261780.94,634407.06,3143,Yes,No
2025-03-26,Future Bazaar,Central,Fashion,Laptop,145,367285,259753.35,107531.65,1664,No,No
2025-08-08,Prime Wholesale,West,Fashion,Rice 10kg,317,748120,544944.88,203175.12,2342,Yes,No
2024-12-05,Global Mart,South,Appliances,Keyboard,426,640278,355588.26,284689.74,2427,No,No
2024-08-31,Future Bazaar,South,Electronics,Smartphone,485,2006930,1315317.2,691612.8,2070,No,No
2023-06-09,Prime Wholesale,North,Fashion,Printer,220,1096700,763482.34,333217.66,918,Yes,No
2024-11-13,Future Bazaar,Central,Fashion,Air Conditioner,225,351225,281626.29,69598.71,654,No,No
2025-04-09,ABC Retail,West,Furniture,Table,222,463314,329645.65,133668.35,1951,No,No
2024-09-16,XYZ Stores,West,Fashion,Laptop,14,63462,48201.13,15260.87,3080,No,No
2025-08-26,Global Mart,South,Appliances,Office Chair,167,226118,142300.04,83817.96,3719,No,No
2023-12-19,XYZ Stores,East,Electronics,Table,442,489294,274646.73,214647.27,2850,No,No
2023-06-05,Prime Wholesale,Central,Grocery,Air Conditioner,110,501710,324265.49,177444.51,4483,No,No
2023-12-13,Global Mart,South,Grocery,Smartphone,130,17550,14445.98,3104.02,1450,Yes,Yes
2023-01-06,Future Bazaar,North,Fashion,Smartphone,413,1139880,859186.25,280693.75,567,No,No
2024-05-04,ABC Retail,North,Fashion,Sofa,36,172908,121427.2,51480.8,3831,No,No
2023-08-09,Prime Wholesale,South,Fashion,Printer,63,117936,73835.22,44100.78,2007,Yes,No
2025-12-29,XYZ Stores,South,Fashion,Laptop,301,764239,558212.1,206026.9,338,Yes,No
2024-12-28,ABC Retail,South,Fashion,Washing Machine,370,825470,523323.85,302146.15,3717,No,No
2023-06-28,Future Bazaar,West,Furniture,Refrigerator,459,837216,626895.82,210320.18,3690,No,No
2023-07-21,Prime Wholesale,North,Electronics,Washing Machine,368,1768240,1479417.86,288822.14,2208,No,No
2023-06-16,ABC Retail,East,Furniture,Air Conditioner,487,1257434,1055077.35,202356.65,613,Yes,No
2023-05-20,Prime Wholesale,East,Fashion,Mouse,395,199080,137156.0,61924.0,3430,No,No
2024-04-01,XYZ Stores,East,Grocery,Printer,427,419741,347331.52,72409.48,291,No,No
2024-10-23,ABC Retail,Central,Fashion,Air Conditioner,378,1173690,862667.97,311022.03,4664,No,No
2025-03-11,Prime Wholesale,West,Furniture,Mouse,104,472056,286077.32,185978.68,1174,No,No
2025-05-27,Global Mart,South,Appliances,Office Chair,464,1737216,1297889.29,439326.71,77,No,No
2024-10-13,Prime Wholesale,North,Furniture,Sofa,330,512490,328305.87,184184.13,2462,Yes,No
2023-12-22,Global Mart,West,Grocery,Office Chair,461,477135,296208.97,180926.03,3174,Yes,No
2025-01-21,Future Bazaar,East,Fashion,Printer,258,629520,500807.36,128712.64,3958,No,No
2024-06-19,XYZ Stores,North,Appliances,Mouse,124,459420,355750.96,103669.04,514,No,No
2025-05-22,Future Bazaar,South,Grocery,Refrigerator,308,153384,129764.75,23619.25,2616,No,No
2023-12-13,XYZ Stores,North,Electronics,Smartphone,165,701745,584560.46,117184.54,4104,Yes,No
2023-07-09,Global Mart,Central,Appliances,Washing Machine,371,1006894,605791.36,401102.64,4765,No,No
2023-08-15,ABC Retail,East,Electronics,Sofa,425,536775,330800.86,205974.14,3400,Yes,No
2024-09-22,Global Mart,Central,Grocery,Rice 10kg,203,280343,196429.92,83913.08,1702,No,No
